,driver_id,2017-06-01,2017-06-02,2017-06-03,2017-06-04,2017-06-05,2017-06-06,2017-06-07,2017-06-08,2017-06-09,2017-06-10,2017-06-11,2017-06-12,2017-06-13,2017-06-14,2017-06-15,2017-06-16,2017-06-17,2017-06-18,2017-06-19,2017-06-20,2017-06-21,gender,age,number_of_kids,isMALE,hasKids
461,284577,6,8,6,6,7,7,8,5,7,6,8,8,6,5,8,5,5,7,8,6,7,MALE,21,0,1,0
462,284810,0,5,0,0,7,6,7,0,5,0,0,8,6,8,0,8,0,0,6,4,5,MALE,49,1,1,1
463,284855,5,5,6,7,6,6,8,8,8,7,8,5,8,9,7,8,7,8,8,6,8,MALE,45,3,1,1
464,284916,6,8,7,7,6,6,6,6,8,9,9,7,9,9,6,0,8,7,7,6,6,MALE,19,1,1,1
465,285058,7,8,6,8,6,6,6,8,8,8,6,7,6,6,8,6,9,7,8,7,8,MALE,28,4,1,1
466,285379,5,7,0,5,4,5,3,6,3,0,5,6,5,4,4,4,0,7,4,6,4,MALE,52,0,1,0
467,285388,4,0,0,0,2,0,3,3,1,0,0,3,3,4,2,3,0,0,2,1,2,FEMALE,29,4,0,1
468,285831,6,9,7,8,7,7,8,7,7,6,6,6,7,8,7,7,7,7,6,5,0,MALE,30,1,1,1
469,286267,3,4,3,3,0,4,1,4,3,5,4,0,3,1,2,2,2,3,2,2,0,FEMALE,27,4,0,1
470,286623,6,0,0,0,7,6,5,7,0,0,0,4,5,4,7,0,0,0,6,6,6,MALE,64,2,1,1
471,286791,0,7,0,0,8,0,7,0,8,0,0,8,6,7,0,8,0,0,7,7,6,MALE,36,2,1,1
472,286803,7,0,6,4,4,7,4,7,6,7,6,6,6,6,7,6,5,6,7,5,5,MALE,44,0,1,0
473,286823,2,2,7,4,3,1,3,1,1,5,7,4,3,4,1,3,6,6,4,3,3,MALE,19,0,1,0
474,286875,3,5,0,0,4,1,0,0,2,0,0,3,2,0,2,2,0,0,2,0,0,MALE,23,3,1,1
475,287717,2,2,0,0,2,1,1,4,1,0,0,2,4,2,2,3,0,0,3,2,1,FEMALE,50,2,0,1
476,288344,2,3,0,0,2,0,4,3,0,0,0,2,0,3,2,3,0,0,4,0,2,MALE,42,4,1,1
477,288369,1,1,0,0,3,1,1,3,3,0,0,1,4,1,2,2,0,0,3,2,4,FEMALE,24,1,0,1
478,288647,6,3,7,2,1,3,4,1,4,6,0,5,2,2,0,3,6,1,3,5,1,MALE,28,3,1,1
479,289171,5,2,0,0,0,1,1,3,2,0,0,1,4,3,1,2,0,0,4,1,2,FEMALE,40,2,0,1
480,289184,7,8,7,8,7,6,8,6,7,5,6,6,7,8,8,5,8,5,6,9,5,MALE,47,2,1,1
481,289238,5,6,5,8,0,7,5,8,5,7,0,8,6,5,5,7,7,8,6,5,6,MALE,49,3,1,1
482,289909,3,2,0,0,2,3,3,3,4,0,0,5,3,3,4,5,0,0,3,4,1,MALE,21,1,1,1
483,290726,6,9,0,8,7,8,8,8,9,0,5,6,6,5,7,6,0,6,8,6,6,MALE,29,4,1,1
484,291228,2,4,0,0,3,1,2,3,3,0,0,3,2,0,0,1,0,0,0,1,1,FEMALE,37,0,0,0
485,291250,7,6,5,7,0,6,4,4,6,7,6,7,5,6,3,5,7,7,6,7,6,MALE,39,0,1,0
486,291460,4,1,0,0,0,3,2,2,3,0,0,2,2,1,2,2,0,0,3,4,3,FEMALE,25,0,0,0
487,291508,0,1,0,0,0,2,3,0,3,0,0,4,1,2,0,1,0,0,2,4,2,MALE,26,0,1,0
488,292830,0,4,0,0,5,0,4,0,2,0,0,4,5,5,0,4,0,0,2,3,5,MALE,27,1,1,1
489,295091,2,4,0,0,3,1,3,0,1,0,0,2,3,1,3,4,0,0,2,0,3,MALE,30,0,1,0
490,295560,5,7,8,8,5,8,0,6,7,6,8,8,6,7,6,8,8,7,9,5,8,MALE,23,0,1,0
491,295981,4,0,0,0,3,2,2,2,4,0,0,2,1,0,3,3,0,0,0,3,1,MALE,67,0,1,0
492,297090,6,3,0,7,5,4,4,5,7,0,6,4,6,5,4,7,0,5,3,3,4,MALE,69,0,1,0
493,297415,2,4,0,6,2,1,2,2,3,0,7,1,1,2,1,0,0,7,2,1,0,MALE,45,3,1,1
494,297484,5,5,8,0,6,8,6,5,7,8,5,8,5,7,5,7,4,8,7,6,6,MALE,32,4,1,1
495,297826,1,3,7,0,0,4,4,2,4,5,0,1,3,2,0,5,7,0,2,2,2,MALE,24,0,1,0
496,297845,1,1,2,1,2,1,2,3,1,1,0,2,1,1,1,1,2,1,2,4,1,FEMALE,37,0,0,0
497,297858,2,4,0,0,4,4,0,3,4,0,0,2,0,2,2,4,0,0,4,2,3,MALE,19,0,1,0
498,298058,4,2,0,0,3,2,3,2,1,0,0,2,1,2,0,5,0,0,4,1,2,FEMALE,26,1,0,1
499,298062,2,2,0,0,0,2,1,3,3,0,0,0,1,3,2,3,0,0,0,3,2,MALE,43,3,1,1
500,298139,5,6,0,0,5,5,0,6,5,0,0,9,0,0,9,6,0,0,7,9,0,MALE,20,0,1,0
501,298240,4,2,0,3,2,3,4,2,2,0,4,0,1,2,3,3,0,4,1,2,4,MALE,59,0,1,0
502,298453,2,4,0,0,4,0,0,4,2,0,0,0,0,3,3,2,0,0,2,0,0,MALE,19,1,1,1
503,298487,0,6,0,0,7,4,4,0,0,0,0,3,4,3,0,0,0,0,4,4,5,MALE,55,3,1,1
504,298619,1,2,1,3,2,3,3,3,2,2,2,1,3,4,1,0,0,2,4,4,4,FEMALE,30,2,0,1
505,298624,2,0,5,0,1,1,4,2,2,6,0,3,0,3,1,3,9,0,4,4,2,MALE,29,0,1,0
506,298774,1,2,5,8,4,4,3,1,2,8,5,4,3,3,0,4,8,8,3,1,2,MALE,23,0,1,0
507,298964,5,5,0,0,6,5,3,6,5,0,0,0,5,5,3,5,0,0,5,3,3,FEMALE,27,0,0,0
508,298975,5,6,0,0,4,4,7,4,4,0,0,7,4,3,6,4,0,0,4,5,4,MALE,67,0,1,0
509,299307,4,1,8,6,1,2,1,1,4,7,0,3,1,0,4,3,7,7,1,4,5,MALE,24,0,1,0
510,300397,6,7,5,6,8,5,7,7,4,5,5,7,7,5,5,7,8,5,7,7,7,MALE,20,0,1,0
511,300828,4,4,5,0,4,4,6,6,4,3,0,0,5,4,0,5,6,0,7,5,5,MALE,51,1,1,1
512,302192,4,6,6,0,6,6,9,5,0,8,6,8,8,5,9,7,7,5,6,8,6,MALE,20,0,1,0
513,302196,2,3,7,0,2,3,4,4,4,5,0,1,2,3,4,5,7,0,2,3,1,MALE,37,1,1,1
514,303211,5,7,8,6,8,7,6,5,5,8,9,4,0,5,5,6,6,5,0,8,8,MALE,38,2,1,1
515,303305,4,4,0,0,4,4,1,4,1,0,0,4,1,3,1,0,0,0,1,2,3,MALE,26,0,1,0
516,304774,9,6,8,8,6,8,0,6,5,7,0,9,9,9,8,8,7,6,9,8,8,MALE,23,4,1,1
517,304909,6,4,0,0,4,7,4,4,7,0,0,5,4,5,6,4,0,0,6,7,8,FEMALE,46,1,0,1
518,305022,2,3,2,1,0,3,1,2,4,4,3,3,3,1,0,3,4,1,3,2,1,FEMALE,36,1,0,1
519,305785,2,4,0,0,1,1,1,4,2,0,0,3,3,2,3,1,0,0,1,1,2,MALE,24,0,1,0
520,306035,2,2,0,0,4,1,3,3,2,0,0,3,3,3,2,3,0,0,4,3,3,MALE,45,4,1,1
521,306192,6,4,5,3,5,6,7,5,4,5,5,6,5,3,7,7,7,6,5,7,4,MALE,57,4,1,1
522,307239,1,2,7,8,6,1,5,3,0,7,8,4,4,3,2,3,6,7,5,0,4,MALE,29,4,1,1
523,307378,5,7,6,7,6,8,8,7,7,6,6,6,8,6,7,7,8,6,6,7,6,FEMALE,23,4,0,1
524,307634,5,7,7,5,7,6,6,6,0,8,6,5,0,5,6,6,5,5,7,6,8,MALE,25,0,1,0
525,307694,2,3,5,7,3,1,3,1,4,7,7,5,3,1,4,2,7,7,2,1,0,MALE,28,0,1,0
526,307869,4,3,3,6,4,4,6,5,0,4,4,4,4,6,3,5,0,6,3,4,3,FEMALE,55,3,0,1
527,308719,7,6,0,5,7,7,4,4,6,6,6,6,7,5,4,5,0,6,0,5,5,MALE,31,0,1,0
528,309000,3,2,7,0,3,2,1,1,2,5,0,2,2,1,4,3,7,0,3,3,4,MALE,23,0,1,0
529,309257,8,8,7,8,7,6,6,8,6,6,8,6,7,7,6,5,0,7,7,6,7,MALE,23,0,1,0
530,309739,4,1,0,0,2,3,3,1,2,0,0,2,2,1,4,1,0,0,4,1,2,FEMALE,50,2,0,1
531,309821,6,5,5,7,8,5,7,8,8,7,7,7,6,0,7,7,6,5,6,4,6,MALE,42,3,1,1
532,310809,3,3,6,0,2,0,2,1,1,4,0,1,3,3,4,0,7,0,3,3,3,MALE,33,0,1,0
533,311073,1,4,0,0,2,1,1,0,3,0,0,3,4,0,1,4,0,0,3,1,3,FEMALE,33,3,0,1
534,311655,2,3,0,0,4,3,2,3,2,0,0,2,1,4,4,4,0,0,1,4,3,MALE,65,3,1,1
535,311870,3,4,4,7,6,4,4,6,6,4,5,7,4,4,7,5,5,4,5,5,5,FEMALE,24,0,0,0
536,312104,3,1,0,0,1,3,1,3,4,0,0,4,1,0,1,4,0,0,1,3,1,MALE,71,2,1,1
537,312534,1,0,1,1,2,1,2,4,1,1,1,4,3,3,1,1,1,1,3,2,3,FEMALE,19,0,0,0
538,312668,2,2,0,0,2,3,2,2,0,0,0,1,0,2,2,3,0,0,1,1,1,FEMALE,32,0,0,0
539,312975,6,6,8,6,7,6,0,6,7,5,6,9,4,6,8,7,5,6,5,6,7,MALE,47,1,1,1
540,312992,3,3,0,0,3,0,3,2,0,0,0,1,1,1,1,3,0,0,3,3,4,MALE,42,0,1,0
541,313543,2,1,0,0,1,4,1,0,1,0,0,1,2,2,4,1,0,0,4,2,3,MALE,32,1,1,1
542,313668,9,7,0,0,0,6,7,5,8,0,0,0,6,7,8,6,0,0,0,6,9,MALE,27,4,1,1
543,313810,4,3,0,0,0,1,4,2,0,0,0,0,2,2,4,3,0,0,0,1,3,MALE,31,1,1,1
544,314379,2,2,8,0,3,5,1,4,3,7,0,3,2,4,2,3,6,0,1,2,3,MALE,38,2,1,1
545,314689,3,0,0,0,1,1,3,2,1,0,0,0,1,1,3,1,0,0,0,2,2,FEMALE,18,0,0,0
546,314823,6,4,6,5,3,3,4,3,4,7,3,6,3,4,3,4,6,4,6,5,4,MALE,67,0,1,0
547,315002,3,0,0,5,3,0,3,2,2,0,5,2,1,1,3,3,0,7,3,4,3,MALE,31,3,1,1
548,315427,3,3,6,0,2,2,1,1,3,5,0,3,3,4,3,2,7,0,1,3,4,MALE,40,2,1,1
549,315519,6,4,0,5,6,5,6,4,8,0,7,7,7,0,5,4,0,6,7,6,6,MALE,34,0,1,0
550,315551,2,3,0,0,3,0,2,3,4,0,0,2,1,1,3,2,0,0,2,2,2,FEMALE,33,0,0,0
551,315613,3,2,0,0,3,1,3,0,3,0,0,2,4,1,3,0,0,0,4,0,2,MALE,31,2,1,1
552,315667,4,1,0,0,3,3,4,4,2,0,0,1,3,2,2,3,0,0,4,4,0,MALE,65,3,1,1
553,315874,4,5,6,0,4,3,4,5,4,7,0,3,3,5,4,3,8,0,4,2,5,MALE,27,1,1,1
554,315975,5,6,0,8,8,5,6,8,7,0,7,9,7,6,9,6,0,4,7,5,7,MALE,31,3,1,1
555,315979,3,3,0,0,1,0,1,2,1,0,0,1,1,3,0,3,0,0,4,1,4,FEMALE,60,2,0,1
556,316026,7,7,5,7,2,5,6,7,9,9,8,6,7,10,7,7,6,7,6,6,7,MALE,21,1,1,1
557,316324,4,4,0,0,4,4,3,1,4,0,0,3,4,1,4,2,0,0,2,3,1,FEMALE,32,2,0,1
558,316351,2,1,1,1,3,1,4,2,3,2,4,0,1,3,1,1,2,0,2,3,2,FEMALE,26,2,0,1
559,316764,6,6,7,0,7,7,5,8,8,5,0,6,8,6,5,6,8,0,5,6,8,MALE,22,0,1,0
560,316828,5,0,0,0,5,4,0,7,7,0,0,6,7,0,6,0,0,0,0,8,0,MALE,23,0,1,0
561,317529,2,2,0,0,2,0,0,1,1,0,0,0,2,0,0,3,0,0,3,2,0,MALE,34,3,1,1
562,317657,2,2,3,3,3,1,2,0,1,2,3,0,0,1,0,3,0,0,3,3,1,FEMALE,30,0,0,0
563,318368,0,2,0,0,1,4,0,0,2,0,0,1,0,0,2,3,0,0,3,2,0,MALE,44,1,1,1
564,318492,1,3,0,0,0,0,1,2,3,0,0,3,4,1,2,4,0,0,1,4,2,MALE,70,4,1,1
565,319043,1,0,0,0,3,2,4,2,0,0,0,0,4,3,1,0,0,0,4,2,2,MALE,20,0,1,0
566,319180,8,8,6,8,5,5,5,8,5,5,9,5,8,5,7,8,6,6,5,9,7,MALE,38,1,1,1
567,319434,6,7,0,0,5,6,6,6,7,0,0,7,5,6,4,5,0,0,6,6,6,FEMALE,21,0,0,0
568,320132,4,3,0,0,1,1,3,3,0,0,0,3,3,1,1,3,0,0,2,3,2,FEMALE,34,0,0,0
569,320227,14,17,18,16,17,13,7,6,16,17,15,16,15,14,15,14,7,14,18,16,15,MALE,42,4,1,1
570,320227,14,17,18,16,17,13,7,6,16,17,15,16,15,14,15,14,7,14,18,16,15,MALE,22,4,1,1
571,320468,5,4,0,6,6,4,6,8,4,0,7,7,0,8,7,6,0,5,4,0,7,MALE,36,0,1,0
572,320508,7,4,0,0,6,7,4,7,6,0,0,0,6,6,6,7,0,0,5,7,7,MALE,38,0,1,0
573,321370,6,6,5,8,8,7,8,6,6,8,7,4,8,0,8,6,4,8,7,8,8,MALE,31,3,1,1
574,321474,4,5,0,6,3,5,3,3,5,0,8,3,1,5,5,3,0,9,3,5,3,MALE,30,3,1,1
575,321710,8,7,0,6,5,5,6,6,5,0,9,6,6,5,5,8,0,8,9,6,5,MALE,43,4,1,1
576,321880,5,4,7,4,6,6,3,4,3,4,6,7,5,6,6,6,4,3,5,6,5,MALE,51,4,1,1
577,322862,3,3,0,0,1,4,3,2,3,0,0,3,0,1,2,2,0,0,2,3,1,MALE,21,0,1,0
578,322923,6,8,8,6,7,8,7,6,8,6,8,8,8,8,7,7,6,7,7,5,8,MALE,26,3,1,1
579,324162,2,2,0,0,1,0,0,1,3,0,0,3,0,3,3,3,0,0,3,0,3,MALE,31,0,1,0
580,324175,7,5,8,6,6,6,7,6,7,6,6,6,7,5,5,8,8,7,7,6,8,MALE,27,0,1,0
581,324524,6,4,5,4,4,5,7,5,3,5,6,3,6,3,7,3,6,5,7,6,6,MALE,74,0,1,0
582,325239,0,0,0,0,1,2,4,4,2,0,0,3,4,3,2,0,0,0,0,2,2,FEMALE,45,1,0,1
583,325478,7,5,6,8,7,8,8,7,8,8,6,5,5,5,7,8,5,8,6,7,5,MALE,42,2,1,1
584,326448,1,1,0,0,2,3,1,1,1,0,0,3,1,1,1,3,0,0,3,3,3,FEMALE,31,0,0,0
585,327050,3,4,0,0,1,2,2,2,1,0,0,2,3,2,2,4,0,0,0,2,4,FEMALE,25,4,0,1
586,327790,1,1,0,0,1,1,1,1,2,0,0,3,2,3,0,4,0,0,4,1,4,MALE,31,1,1,1
587,328192,2,2,0,0,4,0,1,3,1,0,0,3,1,4,4,2,0,0,1,3,3,MALE,41,3,1,1
588,329689,5,3,5,0,3,3,6,3,5,4,0,3,4,5,3,6,5,5,7,7,6,MALE,54,0,1,0
589,329993,4,5,7,0,4,2,5,5,5,9,0,2,3,2,4,4,0,0,2,2,2,MALE,29,2,1,1
590,330190,3,4,0,0,3,3,2,1,3,0,0,3,1,1,2,1,0,0,2,0,1,MALE,31,2,1,1
591,330321,5,5,5,0,7,6,6,6,6,7,7,5,7,7,6,7,7,4,5,8,5,MALE,18,0,1,0
592,330965,2,4,0,0,1,3,1,3,1,0,0,1,3,4,2,2,0,0,3,4,3,FEMALE,27,3,0,1
593,331000,8,6,5,5,4,5,7,4,6,8,6,5,7,7,7,6,5,5,8,5,7,MALE,50,0,1,0
594,331011,8,5,8,7,6,8,5,7,8,8,6,7,6,7,7,6,7,7,5,6,5,MALE,24,0,1,0
595,333328,2,1,0,0,2,2,3,3,2,0,0,0,1,1,4,3,0,0,1,1,4,FEMALE,30,2,0,1
596,333429,7,7,8,0,5,7,4,9,6,7,0,8,6,8,9,8,6,0,5,8,8,MALE,49,1,1,1
597,334197,6,5,0,0,5,5,6,5,8,0,7,5,7,8,7,8,0,6,6,7,4,MALE,25,0,1,0
598,336476,2,3,7,0,1,2,1,4,2,5,6,2,0,3,2,3,8,5,2,1,3,MALE,30,0,1,0
599,336623,1,2,0,0,2,1,3,4,2,7,0,1,3,1,3,2,4,0,2,2,1,MALE,31,3,1,1
600,336867,7,5,3,6,4,4,4,3,5,3,4,5,4,6,5,6,5,3,5,6,7,MALE,59,0,1,0
601,336934,1,2,7,5,4,3,2,2,3,5,7,2,1,0,2,1,7,7,3,3,0,MALE,43,0,1,0
602,337206,3,4,0,0,1,2,2,3,0,0,0,1,4,4,1,3,0,0,3,4,1,MALE,59,4,1,1
603,337502,3,2,0,0,4,1,3,3,0,0,0,1,1,1,3,4,0,0,3,1,3,FEMALE,42,1,0,1
604,338142,4,3,0,0,1,4,4,4,3,0,0,3,3,4,3,0,0,0,4,2,2,FEMALE,50,1,0,1
605,338209,3,2,8,5,1,1,2,1,4,7,5,4,2,2,4,0,7,6,2,1,4,MALE,27,0,1,0
606,338347,8,9,6,0,8,8,5,9,0,8,0,7,6,7,8,6,8,0,6,6,9,MALE,26,2,1,1
607,339000,0,9,8,8,6,7,9,9,8,9,7,8,5,5,7,6,8,9,8,9,8,MALE,24,4,1,1
608,339084,3,1,0,0,1,0,4,1,1,0,0,4,0,1,1,1,0,0,2,0,1,MALE,42,3,1,1
609,339295,5,6,0,0,4,3,3,5,4,0,0,4,4,3,4,4,0,0,4,4,0,FEMALE,56,1,0,1
610,339656,0,7,0,0,5,6,4,4,4,0,0,5,4,8,4,7,0,0,6,4,0,FEMALE,40,4,0,1
611,340155,5,4,0,0,2,3,3,3,2,0,0,3,2,4,0,4,0,0,2,2,3,FEMALE,30,2,0,1
612,340766,1,1,0,0,3,3,4,1,1,0,0,2,3,2,3,0,0,0,3,2,3,MALE,26,0,1,0
613,341318,6,7,0,5,5,7,8,6,7,7,7,6,7,8,7,8,6,7,7,5,6,MALE,31,3,1,1
614,341618,1,4,0,0,0,4,1,3,5,0,0,2,3,0,5,1,0,0,3,2,2,MALE,21,1,1,1
615,341656,4,0,0,0,4,2,1,4,0,0,0,4,4,0,2,0,0,0,2,3,1,MALE,53,0,1,0
616,341784,4,5,4,3,4,7,7,4,6,5,6,4,3,3,4,5,7,4,4,4,6,MALE,53,4,1,1
617,342024,4,8,0,0,6,8,4,7,5,0,0,8,4,8,7,7,0,0,5,5,7,MALE,33,0,1,0
618,342070,3,1,0,0,3,4,4,3,4,0,0,4,1,2,2,4,0,0,3,2,2,FEMALE,42,1,0,1
619,342310,5,5,5,7,5,7,8,7,4,6,8,6,5,5,7,8,6,7,8,5,6,MALE,48,4,1,1
620,342380,2,2,0,0,2,0,1,1,1,0,0,1,3,2,3,3,0,0,3,3,1,MALE,31,0,1,0
621,342584,6,9,7,9,5,6,7,7,8,7,7,6,8,8,5,4,5,5,7,5,7,MALE,38,4,1,1
622,342593,1,4,0,0,2,0,4,4,1,0,0,3,0,3,3,1,0,0,2,0,0,MALE,24,0,1,0
623,343019,5,0,0,0,5,6,0,6,6,0,0,7,6,0,7,9,1,0,6,4,0,MALE,37,4,1,1
624,343259,2,4,0,8,1,1,2,3,3,0,0,4,2,4,1,1,0,7,0,3,0,MALE,41,4,1,1
625,343362,3,4,0,0,0,0,2,3,5,0,0,0,2,5,4,3,0,0,0,4,4,MALE,25,2,1,1
626,343540,6,7,8,7,5,8,6,5,6,5,6,4,8,7,5,8,4,6,8,6,4,MALE,39,3,1,1
627,343632,6,8,6,6,4,6,9,0,6,7,7,5,9,6,6,8,6,6,6,8,5,MALE,25,0,1,0
628,343976,5,5,7,7,7,8,0,7,9,7,0,7,5,4,8,5,0,7,6,8,5,MALE,30,0,1,0
629,344354,1,3,5,7,3,0,2,4,3,5,7,3,2,4,2,1,6,8,0,4,1,MALE,19,0,1,0
630,344480,8,8,0,5,8,6,6,8,0,0,8,7,7,7,5,5,0,6,5,8,6,MALE,48,3,1,1
631,344565,6,5,8,5,5,7,7,6,6,5,5,8,8,4,8,6,5,5,0,6,7,MALE,33,1,1,1
632,344756,2,1,0,0,0,4,4,3,4,0,0,0,1,2,4,3,0,0,2,0,3,MALE,55,4,1,1
633,344912,2,3,0,0,2,1,0,2,1,0,0,2,1,0,2,4,0,0,1,0,4,MALE,47,0,1,0
634,344949,7,2,7,8,7,8,8,8,2,5,7,9,9,7,8,8,8,7,8,6,7,MALE,23,1,1,1
635,344987,2,1,7,7,1,2,1,1,3,7,0,5,2,4,0,2,7,7,4,3,2,MALE,21,0,1,0
636,345030,7,8,0,0,6,7,7,9,7,0,0,8,8,6,8,7,0,0,8,7,5,MALE,23,0,1,0
637,345365,5,6,6,7,7,6,5,7,7,7,6,7,9,8,6,6,7,8,8,7,8,MALE,31,2,1,1
638,346045,1,4,0,0,3,1,2,2,3,0,0,0,0,2,4,3,0,0,4,4,1,MALE,75,0,1,0
639,346706,8,5,9,8,7,6,7,0,5,7,8,6,5,8,6,5,6,8,0,4,5,MALE,19,0,1,0
640,346754,4,1,0,0,4,2,1,2,2,0,0,2,1,2,3,5,0,0,1,0,4,FEMALE,22,1,0,1
641,346905,7,1,6,6,6,0,7,5,5,5,7,6,7,6,7,4,6,4,6,7,4,FEMALE,48,2,0,1
642,347061,8,9,7,8,6,10,8,6,6,9,10,7,9,6,7,8,8,8,5,9,9,MALE,23,3,1,1
643,347066,5,7,7,0,7,5,8,5,6,6,5,6,5,8,5,5,7,6,5,5,6,MALE,50,3,1,1
644,347083,5,4,8,7,3,5,1,3,0,6,7,2,2,0,2,3,7,7,2,1,3,MALE,24,4,1,1
645,347290,2,1,1,2,1,1,1,4,3,3,2,1,1,2,3,3,1,2,3,2,3,FEMALE,74,2,0,1
646,347502,2,1,0,0,2,1,3,2,2,0,0,3,3,2,1,2,0,0,2,1,5,MALE,45,2,1,1
647,348057,1,0,0,0,1,4,1,1,1,0,0,1,0,4,3,1,0,0,2,0,3,FEMALE,23,0,0,0
648,348195,1,2,1,2,2,0,4,1,1,2,2,2,3,1,2,1,4,2,2,1,1,FEMALE,28,1,0,1
649,348225,4,2,6,6,3,0,1,5,4,5,5,0,2,3,1,1,6,6,4,4,1,MALE,21,0,1,0
650,348274,2,2,0,0,4,0,1,1,2,0,0,3,0,1,3,5,0,0,3,1,2,FEMALE,18,2,0,1
651,348913,0,5,7,7,8,9,7,7,7,6,7,9,8,9,8,7,0,6,7,8,6,MALE,28,1,1,1
652,349135,1,1,0,6,2,3,3,3,2,0,6,2,1,1,3,0,0,7,1,4,1,MALE,25,0,1,0
653,349538,9,7,6,7,0,0,8,8,9,8,5,5,7,7,7,6,8,8,5,0,6,MALE,20,1,1,1
654,349679,4,6,4,6,5,4,3,6,0,7,4,5,5,4,6,5,7,3,6,5,5,MALE,74,1,1,1
655,349716,0,4,0,0,2,1,3,0,2,0,0,2,2,2,0,3,0,0,3,3,1,MALE,67,0,1,0
656,349804,7,6,6,8,8,8,7,6,8,8,6,5,7,6,7,7,8,8,8,5,6,MALE,32,2,1,1
657,349847,6,4,0,0,5,4,7,5,7,0,0,5,4,6,4,4,0,0,6,7,4,FEMALE,32,3,0,1
658,350517,4,5,0,0,5,4,0,6,6,0,0,0,4,0,3,5,0,0,3,5,0,MALE,67,3,1,1
659,351065,5,2,10,0,4,2,5,1,4,9,0,5,5,2,5,4,8,0,3,4,1,MALE,26,1,1,1
660,351076,3,2,0,0,1,0,4,4,4,0,0,2,4,3,3,3,0,0,0,1,3,MALE,30,0,1,0
661,351473,7,5,0,0,8,6,7,6,5,0,0,8,8,5,6,7,0,0,6,7,8,MALE,45,1,1,1
662,351759,1,1,0,0,3,4,0,1,1,0,0,2,3,3,3,4,0,0,2,2,3,FEMALE,33,0,0,0
663,352080,3,3,0,0,1,3,5,1,2,0,0,1,1,4,0,1,0,0,2,0,2,FEMALE,44,1,0,1
664,352111,0,1,0,0,2,2,3,0,2,0,0,2,2,1,0,4,0,0,2,1,3,MALE,30,0,1,0
665,352569,4,3,0,0,2,2,0,2,3,0,0,3,3,2,2,2,0,0,2,1,1,FEMALE,21,0,0,0
666,353204,3,4,6,7,4,2,4,0,3,7,7,3,0,3,1,1,7,6,0,2,2,MALE,37,1,1,1
667,353695,3,2,7,6,1,3,4,2,3,7,7,0,2,4,3,3,5,9,2,3,4,MALE,23,0,1,0
668,354288,6,5,5,0,7,7,6,5,5,7,0,3,4,7,4,3,7,0,7,3,6,MALE,63,0,1,0
669,355429,4,1,0,0,1,3,1,4,4,0,0,3,0,4,4,3,0,0,0,3,3,MALE,71,1,1,1
670,355555,7,7,6,4,6,7,4,5,7,6,5,7,8,8,6,7,5,4,4,0,4,MALE,40,0,1,0
671,355634,3,1,4,6,4,3,1,2,2,3,4,2,0,0,3,3,6,7,1,4,3,MALE,73,0,1,0
672,356006,4,0,0,0,3,5,3,2,0,0,0,4,2,5,3,0,0,0,5,2,3,MALE,22,2,1,1
673,356021,1,4,0,0,4,3,2,4,3,0,0,4,2,1,1,4,0,0,0,2,4,FEMALE,32,1,0,1
674,356764,2,4,0,0,2,1,0,2,1,0,0,1,0,0,3,2,0,0,2,0,0,MALE,57,4,1,1
675,356837,3,0,0,0,2,1,1,0,1,0,0,1,3,2,1,1,0,0,3,3,3,FEMALE,43,0,0,0
676,356915,7,8,7,8,7,7,6,6,7,5,6,6,5,6,8,6,6,6,7,8,8,MALE,18,0,1,0
677,357177,3,4,0,0,2,1,0,1,3,0,0,4,2,1,4,4,0,0,2,1,4,MALE,23,0,1,0
678,357547,5,7,0,0,6,7,8,5,8,0,0,6,8,8,6,6,0,0,0,8,8,MALE,23,0,1,0
679,357995,2,4,3,4,3,4,3,4,4,4,0,4,4,2,0,4,2,3,1,1,4,FEMALE,45,4,0,1
680,358743,1,0,5,4,0,3,3,5,4,5,6,4,4,3,4,0,5,3,2,0,5,MALE,53,4,1,1
681,359675,5,0,0,0,4,4,1,3,0,0,0,4,1,3,3,0,0,0,2,0,3,MALE,22,0,1,0
682,359968,0,7,5,7,9,6,6,7,8,7,6,8,7,8,0,5,7,6,7,8,8,MALE,35,4,1,1
683,360122,2,2,0,0,0,1,2,3,3,0,0,2,3,3,2,4,0,0,2,3,2,FEMALE,21,0,0,0
684,360182,0,1,0,0,4,1,1,0,4,0,0,3,1,3,0,2,0,0,0,1,3,MALE,42,4,1,1
685,360348,0,6,0,0,0,6,5,0,8,0,0,7,8,7,0,8,0,0,8,6,6,MALE,29,0,1,0
686,360929,2,0,0,0,0,4,5,4,1,0,0,0,1,5,3,3,0,0,4,1,4,MALE,55,1,1,1
687,361795,3,0,0,0,2,2,2,1,4,0,0,4,3,4,1,0,0,0,2,0,3,FEMALE,26,3,0,1
688,362379,5,2,0,0,5,0,2,1,1,0,0,4,0,4,3,1,0,0,1,0,4,MALE,35,3,1,1
689,362449,4,3,0,0,2,3,1,1,0,0,0,2,3,2,1,3,0,0,4,4,0,MALE,24,0,1,0
690,362550,9,0,0,0,7,9,0,7,0,0,0,8,6,7,8,0,0,0,7,7,8,MALE,22,4,1,1
691,362563,0,6,7,7,6,6,6,6,5,4,7,6,5,0,5,5,5,4,5,5,6,MALE,41,0,1,0
692,363319,7,6,0,0,4,6,6,6,6,0,0,6,6,4,6,4,0,0,0,4,4,FEMALE,23,0,0,0
